Reading additional input from stdin...
OpenAI Codex v0.137.0
--------
workdir: /Users/abdslm/Desktop/SOLIDER-REID
model: gpt-5.5
provider: openai_http
approval: never
sandbox: read-only
reasoning effort: xhigh
reasoning summaries: none
session id: 019eeeaa-8e3a-7b72-bdee-6706a8228e9e
--------
user
Review experiments/cargo_cvpb/afd_train.py, focus on the NEW --ovli OVLIHead (Opposite-View Late-Interaction Evidence Alignment): token proj (Conv2d 2048->256 on a layer4 feature-map hook, adaptive-pool to 8x4 grid, L2-norm per token), opposite-view supervised-contrastive loss score=alpha*cos(global)+(1-alpha)*sym_MaxSim(bidirectional mean-max), logsumexp multi-positive, tau0.05 alpha0.5, lambda warmup --ovli_warmup. 逐行查: bug/runtime/shape/device/AMP数值安全; ★proj新参数是否正确加进optimizer(list(model.parameters())+list(ovli.parameters())+assert自检, 这是关键); MaxSim/logsumexp数值(无NaN, empty-candidate用-1e4 floor); train/test对称(eval默认global-only, --ovli_rerank可选); --ovli off精确复现baseline; --ovp/--ovli互斥。用web search查novelty撞车: opposite-view/cross-view token-set late-interaction(ColBERT/MaxSim)作为training-time cross-view retrieval loss 在 aerial-ground 或 person ReID 的先例(对比CM-EMD/G2DA VI-ReID OT, CVFT geo-localization, DTST token selection, CMPC prototype)。输出 Verdict(approve/needs-attention)+findings(severity Critical/High/Medium/Low)。
codex
我会按 code review 方式处理：先读项目接手文档和目标文件，定位 OVLI 参数接入、shape/device/AMP/数值路径，再补一轮 web novelty 对照。
exec
/bin/zsh -lc "sed -n '1,220p' experiments/results.md" in /Users/abdslm/Desktop/SOLIDER-REID
 succeeded in 0ms:
# 实验结果总表 — Phase 2: Pure Pose Heatmap

## 数据集: Occluded-Duke

### 无后处理（纯模型结果）

> 注：本节默认记录各实验的**首次单 seed / 单 checkpoint**结果，用于保留搜索轨迹；是否能作为论文主结论，以文末 **4090 多种子验证** 为准。

| ID | 方法 | mAP | R-1 | R-5 | R-10 | vs Baseline | 备注 |
experiments/cargo_cvpb/design.md:88:- 已写 `OVLIHead`(token proj + 双向 MaxSim + opp-view supcon loss)+ `ovli_rerank_eval`(eval 期 global vs global+MaxSim 双报)。
experiments/cargo_cvpb/design.md:89:- **本地隔离 numeric smoke test(导入仓库真实 OVLIHead, 非副本)全过**: token shape (64,32,256) 逐 token L2-norm; sym_MaxSim 对称、self 对角≈1; 正常 batch loss 有限>0 且梯度回流 **proj.weight + global feat**; all-same-view batch loss=0 不崩; 某 pid 无 opp 正样本时该 anchor 被排除、loss 仍有限、grad 有限; fp16 cached map→fp32 token; AdamW 实际推动 proj 权重。
experiments/exp255/monitor.md:5:对照: exp249 (Small GCN 256, 1-stage): 71.9/81.8, MaxSim 73.3/83.2
experiments/exp255/monitor.md:48:如果保持这个趋势, final 可能 74-75%! MaxSim 可能 75+!
experiments/exp255/monitor.md:66:如果 final ~74%, MaxSim ~75.5%! 目标 75% 有望!
experiments/exp255/monitor.md:88:**预期 final: 73-74% mAP, MaxSim 74-75%!** 🔥
experiments/exp255/monitor.md:95:### [01:31/01:35] 检查点 #26 — exp254b FINAL + MaxSim + exp255b 启动!
experiments/exp255/monitor.md:97:**exp254b FINAL**: 71.7/81.0, MaxSim 73.1/83.2 (= baseline)
experiments/exp255/monitor.md:113:增益收敛但仍 +1.4! 预期 final ~73.0-73.5, MaxSim ~74.5!
experiments/exp255/monitor.md:173:### [15:10] ⭐⭐ MaxSim ep100 = 73.3/83.4! = exp249 final MaxSim!
experiments/exp255/monitor.md:175:**MaxSim ep100**: mAP=73.3%, R1=83.4%
experiments/exp255/monitor.md:176:**vs exp249 MaxSim final**: 73.3/83.2 = **+0.0/+0.2 — 已持平!** 还有 20 epoch!
experiments/exp255/monitor.md:177:**同 epoch 100 MaxSim 公平对比:**
experiments/exp255/monitor.md:179:| 实验 | ep100 eq_concat | ep100 MaxSim |
experiments/exp255/monitor.md:185:**GCN512 的 equal_concat 增益 +1.3 在 MaxSim 下压缩到 +0.2。**
experiments/exp255/monitor.md:186:MaxSim 本身已经很好利用 part features，更大 GCN 的额外信息被 MaxSim 吸收了。
experiments/exp255/monitor.md:187:**真实增益约 +0.2 mAP (MaxSim 口径)，不是之前以为的 +1.5。**
experiments/exp255/monitor.md:191:exp249 ep100 MaxSim test 在远程跑着，等结果做公平对比。
experiments/exp255/monitor.md:232:**下一步: MaxSim test + Pose Prompt 实验
experiments/exp255/monitor.md:234:### [18:01] MaxSim FINAL = 73.5/83.8! exp256 启动!
experiments/exp255/monitor.md:236:**MaxSim FINAL**: mAP=73.5%, R1=83.8%, R10=93.0%
experiments/exp255/monitor.md:237:**vs exp249 MaxSim**: 73.3/83.2 → **+0.2/+0.6**
experiments/vcnorm_probe/README.md:17:  （Market-trained Swin-Base + PSG + LGPA + GCN512，主线 exp260b，Occ-ReID baseline 88.0 mAP MaxSim+flip）
experiments/vcnorm_probe/README.md:104:**Occ-ReID mAP > 88.0**（exp260b MaxSim+flip baseline）。先用 30ep 短训当 kill-switch，
experiments/cargo_cvpb/claude_review.md:4:**审查对象**: `experiments/cargo_cvpb/{design.md, afd_train.py, maxsim_probe.py}` + 对照 `experiments/afd_reid/{afd_train.py, afd_model.py, cargo_dataset.py}`
experiments/cargo_cvpb/claude_review.md:8:> **★ 修复确认(2026-06-22, 主 agent)**: H1 训练动力学已修——`afd_train.py` 加 `--ovp_warmup`(默认 10), 对 OVP lambda 做线性 warmup(`ovp_lambda_eff = ovp_lambda·min(1, epoch/ovp_warmup)`), 避免冷启动稀疏 + tau=0.05 的早期梯度尖峰; epoch summary 加 `OVP[lam_eff inited=X/2N]` 日志监控冷启动原型初始化进度。放行条件满足 → **审查通过, 可启动 kill-switch #2 训练**。H2/M5 novelty 撞车(PDPA/CMPC/MBCE)是进稿前 framing 问题(OVP 当组件不当 headline, 用 Local-MaxSim 集合匹配差异化), 不阻断 empirical 涨点训练。
experiments/cargo_cvpb/claude_review.md:19:2. **novelty 撞车(High，方法稿层面)**：子代理联网查重判定 **likely-prior-art-collision**。"per-view identity EMA prototype + opposite-view InfoNCE"与 **CMPC(CVPR22)** 近乎逐字同构(只是 voice-face→aerial-ground、无监督→有监督)，且 **PDPA(2025, 同 CARGO)** 已占用"aerial-ground 上 prototype alignment"的命名与 framing。作为 empirical 涨点模块没问题；作为 headline 贡献过不了 novelty review。
experiments/cargo_cvpb/claude_review.md:64:- **事实**: 我已用 `importlib.util.find_spec` 实测：以 `python3 afd_train.py` 在 `cargo_cvpb/` 运行时，主脚本是 `__main__`，`import afd_train` 命中 `afd_reid/afd_train.py`(✓ 文档命令正确)。**但**这依赖"脚本运行"这一前提：若有人 `cd` 到别处用绝对路径跑、或把本文件当模块 `import`，`sys.path` 顺序可能变，`import afd_train` 有撞回自身的风险(循环 import)。
experiments/cargo_cvpb/claude_review.md:65:- **建议**: 低成本加固——把导入改成显式包名(如建个 `__init__.py` 或用 `importlib` 按文件路径加载)，或在 README/run 命令处明确"必须 `cd cargo_cvpb && python3 afd_train.py`"。**当前文档命令安全**，故仅 Medium。
experiments/exp161/design.md:118:- 也可以做 MaxSim（6×6 matching）
experiments/exp266c_best_b_op_s42_full120/monitor.md:55:## MaxSim+flip eval PENDING (srvB, 2026-04-24 13:41 CST 启动)
experiments/exp266c_best_b_op_s42_full120/monitor.md:64:exp266c MaxSim 预期: ~78.2-78.4 / ~85.8-86.0 (MaxSim +0.2-0.4 boost pattern for Base)
experiments/exp266c_best_b_op_s42_full120/monitor.md:76:- 立即启动 srvB MaxSim eval batch (exp266c + 9 其他 ckpts)
experiments/exp161/claude_review.md:9:2. kp_data 缺 kp_feats/kp_weights → 当前 config 不用 MaxSim/LTCS/LPCS，安全
experiments/exp264_best_t_op_s42/monitor.md:53:- 不做 MaxSim eval 不写入 MaxSim 行
experiments/exp324i/claude_review.md:53:## d. Swin 特征语义 — 解相关的是 GLOBAL-only，张力/eval 是 FULL MaxSim（scope mismatch）
experiments/exp324i/claude_review.md:57:- 但 headline 张力（Jaccard 0.062→0.253）与最终 fusion eval 用的是 **FULL MaxSim = global + 5 part 子空间**。decorr 只把 DINO-global 推离 Swin-**global**，**没有**推离 Swin 的 part 子空间。
experiments/exp324i/claude_review.md:106:| 1 | Medium | design.md / 概念 | scope mismatch：decorr 仅作用于 Swin-**global**，而张力/fusion eval 是 FULL MaxSim（含 part 子空间）。null 结果归因会含混（张力不可破 vs 仅 global 被解相关）。 | **非阻断**。建议在 design.md 预期/解读处显式写明该口径；判 method 成败时以此为前提。不需改代码。 |
experiments/exp324g/design.md:4:- "DINO 补 Swin" 整条创新家族（frozen DINOv2 pose-part-MaxSim 给 75-mAP SOTA Swin 补遮挡信息）需要一个 gate：
experiments/exp324g/design.md:5:  **在重遮挡 query 上，DINO part-MaxSim 是否携带 Swin 漏掉的独立正确信息？**
experiments/exp324g/design.md:17:  - `exp324f_fuse.get_dino_distmat`：从 exp324b 缓存部位特征 + head_60.pth 算 DINO part-MaxSim distmat（无 DINO 前向，几乎不吃 GPU）。
experiments/exp324g/design.md:20:  - Swin distmat **直接复用** 已 dump 的 `experiments/exp324f/swin_distmat.npz`（exp255 MaxSim+flip，mAP=75.16），不再重跑 Swin 前向。
experiments/exp324g/design.md:35:- 对照 baseline：Swin-only heavy mAP（exp255 MaxSim distmat 在 heavy 子集上的 mAP）。
experiments/exp324i/design.md:23:4. **eval**：decorr-DINO part-MaxSim（heavy/all） + 复用 `exp324h_lora_oracle.py` 的 **adapted-DINO ⊕ Swin oracle + fusion sweep**，看 fusion 重遮挡/全部能否 **> Swin 72.57/75**。
experiments/exp324i/design.md:29:- **已知 scope 限制（Claude review Medium#1）**：缓存的 `s` 只是 Swin 的 **holistic global**（前 768 维），decorr 只把 DINO-global 推离 Swin-global，**没动 Swin 的 part 子空间**；而 tension 指标 / fusion eval 是**完整 MaxSim（global+parts）**。所以 null 结果可能是"张力打不破"或"只解相关了 global 不够"二义。v1 先做 global-vs-global（最干净的单变量介入）；若 λ>0 在全 MaxSim Jaccard 上有移动→值得再做 part-level decorr v2。设计里诚实标注，不夸大。
experiments/exp304_full_s_od_s2024/monitor.md:13:- **MaxSim hybrid+flip**: **74.3 / 84.0**
experiments/exp304_full_s_od_s2024/monitor.md:34:| Exp | Seed | eq+flip | Global+flip | **MaxSim+flip** |
experiments/exp304_full_s_od_s2024/monitor.md:41:- mAP MaxSim: mean 74.7, std 0.45, range 0.9
experiments/exp304_full_s_od_s2024/monitor.md:42:- R1 MaxSim: mean 84.7, std 0.74, range 1.4
experiments/exp304_full_s_od_s2024/monitor.md:44:**Paper claim 支撑**: 3 个 seed (42/1234/2024), MaxSim mAP 标准差 0.45 (< 0.5), 论文可写 "Our method is robust to seed selection (std ≤ 0.5 mAP across 3 seeds: 42, 1234, 2024)"。
experiments/exp304_full_s_od_s2024/monitor.md:48:exp304 是 multi-seed Small 第 3 个 seed,稍弱于 s42/s1234 (-0.4 ~ -0.9 MaxSim mAP), 但仍在 1 mAP 范围内, 健康 multi-seed 表现。Paper 主行仍用 exp295 75.2/85.4。
experiments/exp220/design.md:37:不破坏 Global CE 收敛，并有机会超过 `exp191 = 63.2/75.4`，或至少在 `MaxSim` 上表现出更强的 per-keypoint signal。
experiments/exp324g/monitor.md:7:  - Swin distmat 直接复用 exp324f 已 dump 的 `experiments/exp324f/swin_distmat.npz`（exp255 Swin MaxSim+flip，**mAP=75.16 R1=85.57**，未再跑 Swin 前向）。
experiments/exp324g/monitor.md:13:- DINO part-MaxSim ALONE（全 query）：mAP=14.61 R1=21.99（与 exp324f 报的 DINO-only 数一致，确认 head/缓存加载正确）。
experiments/exp324g/monitor.md:37:- Jaccard 极低（0.06）看似"正交"，但这是**虚假正交**：DINO part-MaxSim 整体判别力太弱
experiments/exp314_tiny_partW05_s42/monitor.md:12:- **MaxSim hybrid+flip**: **67.2 / 78.6** ← 与 baseline 完全相等!
experiments/exp314_tiny_partW05_s42/monitor.md:33:vs exp261 baseline (default 1.0): 65.9/77.4 eq, **67.2/78.6 MaxSim**
experiments/exp314_tiny_partW05_s42/monitor.md:39:| **MaxSim** | **67.2/78.6** | **67.2/78.6** | **0/0** |
experiments/exp314_tiny_partW05_s42/monitor.md:43:POSE_PART_WEIGHT 0.5 (favor global) MaxSim **完全等于** baseline 67.2/78.6。R1 (eq+flip) +0.1, mAP -0.1。
experiments/exp211/design.md:1:# 实验 exp211: GCN+PAA+CE+OA-SD + MaxSim Triplet (MST)
experiments/exp211/design.md:4:- MaxSim hybrid test-time matching 给 +1.7% mAP (70.6→72.3)
experiments/exp211/design.md:5:- 但模型的 per-keypoint features 是为 CE+triplet 训练的，不是为 MaxSim 优化的
experiments/exp211/design.md:6:- 如果直接用 MaxSim 距离做 triplet loss，per-keypoint features 会直接为 MaxSim matching 优化
experiments/exp211/design.md:7:- PKC (SupCon on keypoints) 不改变 equal_concat 性能，但可能对 MaxSim 有帮助 — MST 更直接
experiments/exp211/design.md:10:MaxSim Triplet loss 直接优化 per-keypoint features 在 MaxSim 距离度量下的判别力。
experiments/exp211/design.md:15:### MaxSim Triplet Loss
experiments/exp211/design.md:18:#   Find hardest positive (same ID, max MaxSim distance)
experiments/exp211/design.md:19:#   Find hardest negative (diff ID, min MaxSim distance)
experiments/exp211/design.md:21:# Where d = MaxSim distance between two sets of 17 keypoint features
experiments/exp211/design.md:24:### MaxSim 距离计算
experiments/exp211/design.md:28:#   sim(i,j) = mean_k max_l cos(kp_i_k, kp_j_l)  # MaxSim
experiments/exp211/design.md:34:- `processor/processor.py`: MaxSim triplet loss computation
experiments/exp220/monitor.md:146:**截至 ep50，GSPB 是当时 Tiny 线上最强的早期正信号；是否成立为最终创新仍取决于收敛结果和 MaxSim。**
experiments/exp220/monitor.md:325:### MaxSim Hybrid 测试 🔥🔥🔥
experiments/exp220/monitor.md:329:| Method | equal_concat | maxsim_hybrid | MaxSim gain |
experiments/exp220/monitor.md:334:**64.6% = Tiny 新最佳！ GSPB + MaxSim 超过 OA-SD + MaxSim by +0.4%!**
experiments/exp220/monitor.md:337:equal_concat 看不出 (-0.3)，但 MaxSim 能看出 (+0.4)。
experiments/exp220/monitor.md:338:**MaxSim gain: GSPB +1.7 vs OA-SD +1.0 → GSPB 产生了更好的 per-keypoint features!**
experiments/exp220/monitor.md:341:只是需要 MaxSim matching 才能体现。**
experiments/exp316_tiny_oasdW2_s42/monitor.md:12:- **MaxSim hybrid+flip**: **67.2 / 78.0**
experiments/exp316_tiny_oasdW2_s42/monitor.md:37:| **MaxSim** | **67.2/78.0** | **67.2/78.6** | **0/-0.6** |
experiments/exp316_tiny_oasdW2_s42/monitor.md:41:OA-SD weight 2.0 在 Tiny 上 **net neutral**: eq slight +, MaxSim mAP =, MaxSim R1 -0.6。Default 1.0 is sweet spot for Tiny。
experiments/exp211/monitor.md:1:# exp211 Small + GCN+PAA+CE+OA-SD + MST (MaxSim Triplet) 监控
experiments/exp211/monitor.md:3:配置: exp206r + MaxSim Triplet loss (weight=0.5, margin=0.3)
experiments/exp211/monitor.md:16:| mst | 0.508 (MaxSim triplet loss) |
experiments/exp211/monitor.md:24:ep3. mst=0.315 (从 0.508 快速下降——MaxSim triplet 在学习!)。
experiments/exp211/monitor.md:49:MST 不影响 equal_concat 性能。关键在 MaxSim final。
experiments/exp245/monitor.md:1048:### MaxSim test on ep120 ⭐⭐⭐
experiments/exp245/monitor.md:1050:**MaxSim ep120: 73.0/82.7/90.5/92.7**
experiments/exp245/monitor.md:1055:| **exp245h_v2 MaxSim** | **73.0** | **82.7** | **90.5** | **92.7** |
experiments/exp245/monitor.md:1056:| MaxSim gain | **+1.4** | **+1.1** | **+1.3** | **+1.5** |
experiments/exp245/monitor.md:1057:| exp245g MaxSim (本地) | 71.9 | 82.2 | 91.0 | 92.8 |
experiments/exp245/monitor.md:1061:1. **MaxSim 73.0 — Small 上历史最佳 mAP!** 超越 exp245g MaxSim (71.9) +1.1!
experiments/exp245/monitor.md:1063:3. MaxSim gain (+1.4) 比 exp245g (+1.7) 略小但仍显著
experiments/exp245/monitor.md:1066:### MaxSim 跨 checkpoint 稳定性
experiments/exp245/monitor.md:1074:MaxSim 结果跨 checkpoint 极其稳定 (mAP 72.8-73.0, R1 82.7-82.8)。
experiments/exp218/design.md:6:当前所有方法（包括我们的 PSG+GCN+OA-SD+MaxSim）都把 identity 当作单一概念：
experiments/exp211/claude_review.md:1:# exp211 Claude Review: MaxSim Triplet Loss (MST)
experiments/exp211/claude_review.md:10:- `utils/metrics.py` (test-time MaxSim for consistency check)
experiments/exp211/claude_review.md:16:- 动机合理：test-time 用 MaxSim 距离，training 端也用 MaxSim 优化 kp features 更 aligned
experiments/exp211/claude_review.md:18:- 不是小调参：MaxSim Triplet 是一个新的 loss 机制，直接优化 set-to-set metric
experiments/exp211/claude_review.md:35:**MaxSim 距离计算 (lines 877-907)**:
experiments/exp211/claude_review.md:106:代码逻辑正确，MaxSim 距离与 test-time 一致，hard triplet mining 标准，无 OOM 风险，梯度流合理。可以启动训练。
experiments/exp218/monitor.md:317:### MaxSim Hybrid 对比 (Tiny) 🔥🔥🔥
experiments/exp218/monitor.md:319:**就当时已完成的 OA-SD / OERL / PACI 三条 Tiny 线而言，MaxSim 都落在 64.1-64.3。**
experiments/exp218/monitor.md:328:- `MaxSim` 对 OA-SD 本身仍是正向的（`63.2 -> 64.2`）
experiments/exp218/monitor.md:329:- OERL / PACI 没有把 Tiny 线的 `MaxSim` 上限继续抬高
experiments/exp257/design.md:4:exp255 (Small GCN512 + 2-stage PSG) 当前最佳 73.2/83.3, MaxSim 73.5/83.8。
experiments/exp257/design.md:24:- exp255 (softmax, no label smooth): 73.2/83.3, MaxSim 73.5/83.8
experiments/exp257/design.md:27:- 成功: 74+ mAP eq, MaxSim 74.5+
experiments/innovation_brainstorm_pot.md:45:| MaxSim | max per-part cosine | heuristic: 取最大匹配 |
experiments/innovation_brainstorm_pot.md:68:3. **可能无法超越 MaxSim**: MaxSim 已经隐式处理了 part-level matching + visibility
experiments/innovation_brainstorm_pot.md:77:- 如果 POT > MaxSim +0.5%: 值得作为 secondary contribution
experiments/innovation_brainstorm_pot.md:78:- 如果 POT ≈ MaxSim: 仅作为理论分析/消融
experiments/innovation_brainstorm_pot.md:96:| MaxSim hybrid | **66.6** | 78.3 | +1.4/+2.1 |
experiments/innovation_brainstorm_pot.md:99:- POT m=0.6 最佳: mAP 66.4 (vs MaxSim 66.6 = -0.2), R1 78.7 (vs MaxSim 78.3 = **+0.4**)
experiments/innovation_brainstorm_pot.md:100:- POT 在 R1 上超越 MaxSim，在 mAP 上略逊
experiments/innovation_brainstorm_pot.md:101:- 验证了 agent 预测: 5-part POT ≈ MaxSim, 差异不够论文主线
experiments/innovation_brainstorm_pot.md:113:| **MaxSim hybrid** | 72.8 | **83.7** | +1.0/+2.6 |
experiments/innovation_brainstorm_pot.md:114:| MaxSim+POT 0.3 | 72.5 | 83.3 | -0.3 vs MaxSim |
experiments/innovation_brainstorm_pot.md:116:**重要发现: POT m=0.6 mAP 73.0 > MaxSim mAP 72.8!**
experiments/innovation_brainstorm_pot.md:117:- POT 在 mAP (整体排序质量) 上超越 MaxSim (+0.2)
experiments/innovation_brainstorm_pot.md:118:- MaxSim 在 R1 (top-1 精度) 上超越 POT (+0.6)
experiments/innovation_brainstorm_pot.md:119:- 两者互补: POT 更好排序, MaxSim 更好找 top-1
experiments/innovation_brainstorm_pot.md:120:- MaxSim+POT 组合信号冲突, 反而不如单独的 MaxSim
experiments/innovation_brainstorm_pot.md:124:可作为论文的 complementary matching analysis (POT vs MaxSim 各有优势)
experiments/exp257/monitor.md:7:对照: exp255 (softmax, no LS): 73.2/83.3, MaxSim 73.5/83.8
experiments/exp326_dift/codex_review.md:21:- 下游 comparability 对齐：同 5 part group、POOL_RADIUS=1、p0 find_pose、heavy-occ vis.sum()<=8、mutually-visible part-MaxSim，与 exp324 一致。
experiments/exp257/claude_review.md:190:MaxSim 测试路径（`POSE_TEST_FEAT = 'maxsim'`）由 test.py 中的后处理完成，不涉及 classifier，完全不受 ArcFace 影响。
experiments/exp266b_best_b_op_s41_3090/monitor.md:55:- 后续可用 idle slot 跑 Task #12 MaxSim eval (等 srvA exp266b + srvC Phase 3-C 队列后统一批跑)
experiments/exp326_dift/design.md:1:# 实验 exp326: DIFT（Stable-Diffusion emergent correspondence）pose-anchored part-MaxSim 训练-free 首验
experiments/exp326_dift/design.md:9:- exp324 证明 frozen DINOv2-base + 姿态锚定 5-part + mutually-visible MaxSim 在重遮挡子集有干净相对信号（pose 锚定 ×3.4 vs 整图），但绝对天花板低（重遮挡 1.86 mAP，训头后 e20 即到顶 14）。
experiments/exp326_dift/design.md:15:frozen SD-v1.5 UNet，对图像 VAE 编码 → 小 timestep t 加噪 → 单步 UNet forward → 取 up_block 中间激活作 dense 特征，按 pose 锚定 5-part + mutually-visible part-MaxSim，在重遮挡子集 mAP **超过 exp324 DINOv2-base 的 1.86**。超了 → SD 特征值得上轻量头；不超 → SD 训练-free 不优于 DINO，路线降级。
experiments/exp326_dift/design.md:22:4. **pose 锚定 5-part + MaxSim**：与 exp324/327 **完全相同**的 build_part_pose / part_maxsim_distmat（只比 mutually-visible part，per-part L2-norm 后 cosine 均值）。
experiments/exp326_dift/design.md:23:5. **对照**：(a) holistic mean-pool cosine；(b) pose part-MaxSim；(c) grid part-MaxSim（均匀 5 横带，隔离 pose 锚定贡献）。
experiments/exp326_dift/design.md:40:- baseline = exp324 frozen DINOv2-base 重遮挡 pose-part 1.86（同 pose data、同 5-part、同 MaxSim、同重遮挡口径）。唯一变量 = **特征源**（DINOv2 → SD-DIFT）。
experiments/exp324d_r32/design.md:1:# 实验 exp324d_r32: LoRA-解冻 DINOv2-base rank32 + pose-anchored part-MaxSim
experiments/exp326_dift/monitor.md:1:# exp326 监控记录 — DIFT（Stable-Diffusion 特征对应）pose-part-MaxSim
experiments/exp326_dift/monitor.md:9:- pose 锚定 5-part + mutually-visible MaxSim + 重遮挡口径（vis.sum()<=8）与 exp324 **逐字节一致**（同 PART_GROUPS / POOL_RADIUS=1 / find_pose p0 / eval_func）。
experiments/exp326_dift/monitor.md:21:| **(b) pose part-MaxSim** | **14.68/26.67/46.67/76.67** | **9.92/9.09/18.18/63.64** |
